Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Terrestrial,Marine,Freshwater,Aerial,Life.Habit.Method,Life.Habit.Source,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Island.Endemicity,IUCN.Status.1.2,Added.IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source,log10FMR_est,se.fmr,log10dens.est,se.dens
Niviventer_coninga,Rodentia,Muridae,Niviventer,coninga,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,82.3,Imputed,PHYLACINE 1.2,NA,NA,Occurs on large land bridge islands,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.0320880615495107,0.09068691416829039,2.8088825314256454,0.054666193134900634
Niviventer_cremoriventer,Rodentia,Muridae,Niviventer,cremoriventer,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,69.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.9811443491409735,0.09099313530956502,2.821908305535027,0.05230526002249988
Niviventer_culturatus,Rodentia,Muridae,Niviventer,culturatus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,88.9,Imputed,PHYLACINE 1.2,NA,NA,Occurs on large land bridge islands,NT,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.0550324507596063,0.08990917980120036,2.8028356100933633,0.05581353055666639
Niviventer_eha,Rodentia,Muridae,Niviventer,eha,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,53.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.9019426672928978,0.09051729739285047,2.842496977284878,0.048926017834674186
Niviventer_excelsior,Rodentia,Muridae,Niviventer,excelsior,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,102,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.0974773087903893,0.08951986034081916,2.792060361042669,0.05793082193748587
Niviventer_fraternus,Rodentia,Muridae,Niviventer,fraternus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,86.8,As relative of suggested similar size,Following Journal of Biogeography 35: 1087-1094 (2008) of identical size,Niviventer_rapit,NA,Occurs on large land bridge islands,LC,No,80,0,20,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2.048527985524643,0.09033529929363536,2.8047095129300885,0.055454698952299854
Niviventer_fulvescens,Rodentia,Muridae,Niviventer,fulvescens,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,82.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.0329205845955873,0.08987395226699373,2.80869226951431,0.05470181957522334
Niviventer_hinpoon,Rodentia,Muridae,Niviventer,hinpoon,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,61,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EN,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.9408590570701867,0.09072408261554817,2.8323594821117397,0.050531674699881846
Niviventer_langbianis,Rodentia,Muridae,Niviventer,langbianis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,69.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.981711614296052,0.09032754986832896,2.8217959214742185,0.05232494111672839
Niviventer_lepturus,Rodentia,Muridae,Niviventer,lepturus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,84.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.041506565717859,0.09033067843525869,2.8065368187263653,0.05510760316825488
Niviventer_niviventer,Rodentia,Muridae,Niviventer,niviventer,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,100,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.0911521563812157,0.08983881747085314,2.7936126467967526,0.05762035102177686
Niviventer_rapit,Rodentia,Muridae,Niviventer,rapit,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,86.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.0488646298792523,0.09071900891783503,2.8047095129300885,0.055454698952299854
Niviventer_tenaster,Rodentia,Muridae,Niviventer,tenaster,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,103,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.09987428836874,0.09098768764396413,2.7912955952792413,0.05808443022656271
Nomascus_concolor,Primates,Hylobatidae,Nomascus,concolor,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,7500,Reported,Francis CM. A Guide to the Mammals of Southeast Asia (2008),NA,NA,Occurs on mainland,CR,No,90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.4020643092302456,0.09904339459194826,0.9150896277475313,0.036799782614686964
Nomascus_gabriellae,Primates,Hylobatidae,Nomascus,gabriellae,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,8e3,Reported,Francis CM. A Guide to the Mammals of Southeast Asia (2008),NA,NA,Occurs on mainland,EN,No,100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",3.422130490879674,0.09848824380021583,0.8988909995220435,0.03698331466602714
Nomascus_hainanus,Primates,Hylobatidae,Nomascus,hainanus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,7500,Reported,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",NA,NA,Occurs on large land bridge islands,CR,No,100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",3.403504730007192,0.09846488132850607,0.9150896277475313,0.036799782614686964
Nomascus_leucogenys,Primates,Hylobatidae,Nomascus,leucogenys,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,8e3,Reported,Francis CM. A Guide to the Mammals of Southeast Asia (2008),NA,NA,Occurs on mainland,CR,No,90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.4217158027472583,0.09924602432469397,0.8988909995220435,0.03698331466602714
Nomascus_nasutus,Primates,Hylobatidae,Nomascus,nasutus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,8e3,Reported,Francis CM. A Guide to the Mammals of Southeast Asia (2008),NA,NA,Occurs on mainland,CR,No,100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",3.4233352874162786,0.09881133078220979,0.8988909995220435,0.03698331466602714
Nomascus_siki,Primates,Hylobatidae,Nomascus,siki,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,8e3,Reported,Francis CM. A Guide to the Mammals of Southeast Asia (2008),NA,NA,Occurs on mainland,EN,No,90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.421793876858348,0.09929516195760908,0.8988909995220435,0.03698331466602714
Noronhomys_vespuccii,Rodentia,Cricetidae,Noronhomys,vespuccii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,160,Reported,Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011),NA,NA,Occurs only on isolated islands,EX,No,79,5,16,Imputed 000 Species,PHYLACINE 1.2,2.334920448608936,0.07671415981908608,2.756770063884201,0.06541298991086988
Nothrotheriops_shastensis,Pilosa,Nothrotheridae,Nothrotheriops,shastensis,1,0,0,0,Imputed,PHYLACINE 1.2,462590,Reported,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",NA,NA,Occurs on mainland,EP,Yes,100,0,0,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",4.25802807482005,0.11288162141144996,-0.11948231268511789,0.05942743104999066
Nothrotherium_maquinense,Pilosa,Nothrotheridae,Nothrotherium,maquinense,1,0,0,0,Imputed,PHYLACINE 1.2,15e4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EP,Yes,100,0,0,Estimated Expert Genus,"Pujos, F., et al. 2012. Recent Advances on Variability, Morpho-Functional Adaptations, Dental Terminology, and Evolution of Sloths. Journal of Mammalian Evolution 19:159-169.",3.9165239992983905,0.11156250642783906,0.16318591958918294,0.05169071551320813
Notiomastodon_platensis,Proboscidea,Gomphotheriidae,Notiomastodon,platensis,1,0,0,0,Imputed,PHYLACINE 1.2,55e5,Reported,"Larramendi, A. 2016. Shoulder height, body mass, and shape of proboscideans. Acta Palaeontologica Polonica 61:537-574.",NA,NA,Occurs on mainland,EP,Yes,100,0,0,Reported Observed Species,"Asevedo, L., et al. 2012. Ancient diet of the Pleistocene gomphothere Notiomastodon platensis (Mammalia, Proboscidea, Gomphotheriidae) from lowland mid-latitudes of South America: Stereomicrowear and tooth calculus analyses combined. Quaternary International 255:42-52",5.320837641741145,0.19760797368416938,0.9109148094060857,0.34749427817612066
Notiomys_edwardsii,Rodentia,Cricetidae,Notiomys,edwardsii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,21.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.72704940045521,0.06690841187825773,2.914836594712619,0.04179079020175161
Notiosorex_cockrumi,Eulipotyphla,Soricidae,Notiosorex,cockrumi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,4,Reported,National Audubon Society. National Audubon Society Field Guide to North American Mammals (1996),NA,NA,Occurs on mainland,LC,No,0,7,93,Imputed 000 Species,PHYLACINE 1.2,1.390737817978457,0.09490249808134335,2.8066538510733374,0.06533382506309127
Notiosorex_crawfordi,Eulipotyphla,Soricidae,Notiosorex,crawfordi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,4.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.4061961870558086,0.08579990921207631,2.7827317942684773,0.06462193152855752
Notiosorex_evotis,Eulipotyphla,Soricidae,Notiosorex,evotis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,5.4,Assumed isometric based on skull size,Proceedings of the Biological Society of Washington 113: 302-318 (2000),Notiosorex_crawfordi,Proceedings of the Biological Society of Washington 113: 302-318 (2000),Occurs on mainland,LC,No,0,7,93,Imputed 000 Species,PHYLACINE 1.2,1.4824556085275344,0.09476581100590106,2.7313301120694313,0.06310332592877765
Notiosorex_villai,Eulipotyphla,Soricidae,Notiosorex,villai,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,5.3,Assumed isometric based on skull size,Proceedings of the Biological Society of Washington 113: 302-318 (2000),Notiosorex_crawfordi,Proceedings of the Biological Society of Washington 113: 302-318 (2000),Occurs on mainland,VU,No,0,8,92,Imputed 000 Species,PHYLACINE 1.2,1.479854150305734,0.09697931508082891,2.7360216808886144,0.06324128697544472
Notocitellus_adocetus,Rodentia,Sciuridae,Notocitellus,adocetus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,125,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.145038513713249,0.07313652841134652,2.628845937277854,0.06471950701686582
Notocitellus_annulatus,Rodentia,Sciuridae,Notocitellus,annulatus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.565576657822383,0.07270120963066778,2.280897664354103,0.06398583518303291
Notomys_alexis,Rodentia,Muridae,Notomys,alexis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,35,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.748242204158106,0.05796716643293465,2.8759059659512136,0.04458142341144255
Notomys_amplus,Rodentia,Muridae,Notomys,amplus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,100,Reported,Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011),NA,NA,Occurs on mainland,EX,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.060998526848168,0.060967795370174015,2.7936126467967526,0.05762035102177686
Notomys_aquilo,Rodentia,Muridae,Notomys,aquilo,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,39,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EN,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.776175174063157,0.06138571456768657,2.8674233336558617,0.045532473614753245
